,Location,Location Latitude,Location Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category
0,Admirals Hill,-34.069506561359375,18.559224728539665,Wajids Chicken Tikka & Take-aways,-34.07053955322512,18.56059878870631,Indian Restaurant
1,Airport City,-33.97816999999998,18.591080000000037,Verde Restaurant,-33.97366923456831,18.592075792417692,Breakfast Spot
2,Airport City,-33.97816999999998,18.591080000000037,Steers @ Fresh Stop,-33.977893,18.589436,Burger Joint
3,Airport City,-33.97816999999998,18.591080000000037,The Filling Station,-33.98288,18.59262,Diner
4,Akasiapark,-33.954136790145924,18.52531614910583,Golden Dish,-33.957737141511714,18.524892641058173,Café
5,Albowville,-33.91908999999998,18.42198000000008,Obi,-33.919581,18.422297,Sushi Restaurant
6,Albowville,-33.91908999999998,18.42198000000008,Seattle Coffee Company,-33.91811680755699,18.422749154390253,Coffee Shop
7,Albowville,-33.91908999999998,18.42198000000008,KFC,-33.9206,18.421,Fast Food Restaurant
8,Albowville,-33.91908999999998,18.42198000000008,Hemelhuijs,-33.918540387172335,18.419910904186317,Café
9,Albowville,-33.91908999999998,18.42198000000008,The Food Lover's Market,-33.91802813334946,18.42330190820554,Grocery Store
10,Albowville,-33.91908999999998,18.42198000000008,vida e Caffe - Thibault Square,-33.92015795276594,18.423970034121535,Café
11,Albowville,-33.91908999999998,18.42198000000008,La Tête,-33.917981,18.421797,French Restaurant
12,Albowville,-33.91908999999998,18.42198000000008,Meeting Point Tanzanian Cuisine,-33.919938,18.42018,Restaurant
13,Albowville,-33.91908999999998,18.42198000000008,Vixi Social House,-33.919624,18.420033,Restaurant
14,Albowville,-33.91908999999998,18.42198000000008,Thirty Ate,-33.920968,18.42079,Restaurant
15,Albowville,-33.91908999999998,18.42198000000008,Café Mojo,-33.91890666699082,18.424678444862366,Café
16,Albowville,-33.91908999999998,18.42198000000008,Le Budget Cafe,-33.918389,18.42609,Wings Joint
17,Albowville,-33.91908999999998,18.42198000000008,The Village Idiot,-33.91963019785271,18.421090721074922,Gastropub
18,Albowville,-33.91908999999998,18.42198000000008,Rosetta,-33.921154,18.4183,Coffee Shop
19,Albowville,-33.91908999999998,18.42198000000008,Aroma Café,-33.921970632386135,18.418334938949005,Café
20,Albowville,-33.91908999999998,18.42198000000008,ocean basket V&A water front,-33.916359866289625,18.42331316094573,Seafood Restaurant
21,Albowville,-33.91908999999998,18.42198000000008,Ala Turca,-33.915072,18.419064,Turkish Restaurant
22,Albowville,-33.91908999999998,18.42198000000008,Mugg & Bean,-33.920372,18.42381,Coffee Shop
23,Albowville,-33.91908999999998,18.42198000000008,Tortilla Modern Mexican,-33.919402,18.424917,Mexican Restaurant
24,Albowville,-33.91908999999998,18.42198000000008,You Bet It’s Ice Cream,-33.920539,18.418182,Ice Cream Shop
25,Albowville,-33.91908999999998,18.42198000000008,La Barra,-33.921899,18.418437,Tapas Restaurant
26,Albowville,-33.91908999999998,18.42198000000008,The Honeybadger,-33.92200040239377,18.418522068961636,Coffee Shop
27,Albowville,-33.91908999999998,18.42198000000008,local at heritage square,-33.920614,18.418082,Restaurant
28,Albowville,-33.91908999999998,18.42198000000008,Langham House Coffees,-33.921422,18.420311,Café
29,Albowville,-33.91908999999998,18.42198000000008,Gigi Rooftop,-33.923514,18.420407,African Restaurant
30,Albowville,-33.91908999999998,18.42198000000008,tribe coffee,-33.92104462696191,18.41691553541174,Coffee Shop
31,Albowville,-33.91908999999998,18.42198000000008,Luvey 'n Rose,-33.91905,18.417645,Antique Shop
32,Albowville,-33.91908999999998,18.42198000000008,Sushi Box,-33.915736,18.417391,Sushi Restaurant
33,Albowville,-33.91908999999998,18.42198000000008,Yumcious by Jenny Morris,-33.915546,18.417913,Café
34,Albowville,-33.91908999999998,18.42198000000008,Grub & Vine,-33.92139,18.41833,Restaurant
35,Albowville,-33.91908999999998,18.42198000000008,hq restaurant,-33.9209389633645,18.41776120207043,Steakhouse
36,Albowville,-33.91908999999998,18.42198000000008,Pick 'n Pay Express,-33.915526149090155,18.418518319711172,Café
37,Albowville,-33.91908999999998,18.42198000000008,Butter,-33.92133,18.419276,Café
38,Albowville,-33.91908999999998,18.42198000000008,Madam Taitou,-33.92198285042986,18.419707192297803,Ethiopian Restaurant
39,Albowville,-33.91908999999998,18.42198000000008,Cafe Du Cap,-33.922825,18.417659,Café
40,Albowville,-33.91908999999998,18.42198000000008,The Poké Co.,-33.921862,18.418624,Sushi Restaurant
41,Albowville,-33.91908999999998,18.42198000000008,Bootleggers Coffee Company - Cape Quarter,-33.91574,18.417986,Coffee Shop
42,Albowville,-33.91908999999998,18.42198000000008,street food,-33.921040820633344,18.418439254848533,Asian Restaurant
43,Albowville,-33.91908999999998,18.42198000000008,Roast & Co,-33.920811,18.417987,Restaurant
44,Albowville,-33.91908999999998,18.42198000000008,Col'Cacchio,-33.91664178364478,18.423224511697946,Pizza Place
45,Albowville,-33.91908999999998,18.42198000000008,Origin Coffee Roasting,-33.91716850036462,18.417625794294572,Coffee Shop
46,Albowville,-33.91908999999998,18.42198000000008,The Shortmarket Club,-33.92131098622614,18.418652007874677,French Restaurant
47,Albowville,-33.91908999999998,18.42198000000008,Craft Burger Bar (Buitengracht),-33.919753,18.41792,Burger Joint
48,Albowville,-33.91908999999998,18.42198000000008,Bistro 126,-33.921734,18.415784,Bistro
49,Albowville,-33.91908999999998,18.42198000000008,Loading Bay,-33.91731728366644,18.417514705527676,Restaurant
50,Albowville,-33.91908999999998,18.42198000000008,La Parada,-33.92138751804326,18.417904744481227,Tapas Restaurant
51,Albowville,-33.91908999999998,18.42198000000008,House Of Machines,-33.92161560058594,18.419389724731445,Café
52,Albowville,-33.91908999999998,18.42198000000008,Headquarters,-33.920419243555834,18.417882249456348,Steakhouse
53,Albowville,-33.91908999999998,18.42198000000008,Café Manhattan,-33.91636807006208,18.417230774809035,Gay Bar
54,Albowville,-33.91908999999998,18.42198000000008,Chef's Warehouse,-33.92100804792549,18.418339600414377,Gourmet Shop
55,Alphen Estate,-34.01421048862569,18.457059528919643,High Tea,-34.014422,18.461421,Tea Room
56,Alphen Estate,-34.01421048862569,18.457059528919643,Carne,-34.01688530329626,18.45756574743248,Steakhouse
57,Alphen Estate,-34.01421048862569,18.457059528919643,95 at Parks,-34.013683,18.458229,Italian Restaurant
58,Alphen Estate,-34.01421048862569,18.457059528919643,Milky Lane,-34.017111,18.452119,Ice Cream Shop
59,Alphen Estate,-34.01421048862569,18.457059528919643,The Eatery,-34.014035426773134,18.461941745722896,BBQ Joint
60,Alphen Estate,-34.01421048862569,18.457059528919643,Wakaberry Cavendish,-34.017111,18.452119,Ice Cream Shop
61,Alphen Estate,-34.01421048862569,18.457059528919643,The Clubhouse (Claremont Cricket Club),-34.01714214389348,18.45223927579875,Restaurant
62,Amandaglen,-33.85761999999994,18.66389000000004,McDonald's,-33.85405690754861,18.66574924073388,Fast Food Restaurant
63,Amandaglen,-33.85761999999994,18.66389000000004,Albertos,-33.855342864990234,18.660423278808594,Steakhouse
64,Amandaglen,-33.85761999999994,18.66389000000004,Wanna Bee,-33.8538647,18.6673691,Food Truck
65,Amandaglen,-33.85761999999994,18.66389000000004,Ashley's,-33.85386712910284,18.667367264694697,Vegetarian / Vegan Restaurant
66,Amandaglen,-33.85761999999994,18.66389000000004,Gallway's,-33.8538647,18.6673691,Mac & Cheese Joint
67,Amandaglen,-33.85761999999994,18.66389000000004,The Upper Crust,-33.861532087762356,18.661289562473513,German Restaurant
68,Amandaglen,-33.85761999999994,18.66389000000004,Better Bean Cafe,-33.8538647,18.6673691,Arepa Restaurant
69,Amandelrug,-33.918519999999944,18.69151000000005,Indibano,-33.92274054819651,18.687880242890767,Café
70,Amandelsig,-33.92921999999993,18.693640000000077,Langverwacht Fisheries,-33.9327221483484,18.696759690279855,Fish & Chips Shop
71,Annandale,-33.913932789293085,18.68432202729935,Soneike Sushi & Chinese Restaurant,-33.90851119638924,18.68287513452046,Chinese Restaurant
72,Annandale,-33.913932789293085,18.68432202729935,Iowa Spur,-33.90858441716748,18.683159064022473,Breakfast Spot
73,Annandale,-33.913932789293085,18.68432202729935,KFC,-33.9087,18.6841,Fast Food Restaurant
74,Annandale,-33.913932789293085,18.68432202729935,Bossa Soneike,-33.90899,18.682695,Restaurant
75,Annandale,-33.913932789293085,18.68432202729935,On The Roll Coffee Bar,-33.908447,18.682302,Restaurant
76,Annandale,-33.913932789293085,18.68432202729935,Kariba fisheries,-33.90902043759184,18.682811338670483,Fish & Chips Shop
77,Annandale,-33.913932789293085,18.68432202729935,Romans Pizza,-33.90838479326095,18.682608351947625,Pizza Place
78,Annandale,-33.913932789293085,18.68432202729935,"Roman's Pizza, Soneike Mall",-33.90814318603036,18.682741743210208,Pizza Place
79,Annandale Village,-33.913932789293085,18.68432202729935,Soneike Sushi & Chinese Restaurant,-33.90851119638924,18.68287513452046,Chinese Restaurant
80,Annandale Village,-33.913932789293085,18.68432202729935,Iowa Spur,-33.90858441716748,18.683159064022473,Breakfast Spot
81,Annandale Village,-33.913932789293085,18.68432202729935,KFC,-33.9087,18.6841,Fast Food Restaurant
82,Annandale Village,-33.913932789293085,18.68432202729935,On The Roll Coffee Bar,-33.908447,18.682302,Restaurant
83,Annandale Village,-33.913932789293085,18.68432202729935,Bossa Soneike,-33.90899,18.682695,Restaurant
84,Annandale Village,-33.913932789293085,18.68432202729935,Kariba fisheries,-33.90902043759184,18.682811338670483,Fish & Chips Shop
85,Annandale Village,-33.913932789293085,18.68432202729935,"Roman's Pizza, Soneike Mall",-33.90814318603036,18.682741743210208,Pizza Place
86,Annandale Village,-33.913932789293085,18.68432202729935,Romans Pizza,-33.90838479326095,18.682608351947625,Pizza Place
87,Annaty Bank,-33.91908999999998,18.42198000000008,Obi,-33.919581,18.422297,Sushi Restaurant
88,Annaty Bank,-33.91908999999998,18.42198000000008,Seattle Coffee Company,-33.91811680755699,18.422749154390253,Coffee Shop
89,Annaty Bank,-33.91908999999998,18.42198000000008,KFC,-33.9206,18.421,Fast Food Restaurant
90,Annaty Bank,-33.91908999999998,18.42198000000008,Hemelhuijs,-33.918540387172335,18.419910904186317,Café
91,Annaty Bank,-33.91908999999998,18.42198000000008,The Food Lover's Market,-33.91802813334946,18.42330190820554,Grocery Store
92,Annaty Bank,-33.91908999999998,18.42198000000008,vida e Caffe - Thibault Square,-33.92015795276594,18.423970034121535,Café
93,Annaty Bank,-33.91908999999998,18.42198000000008,La Tête,-33.917981,18.421797,French Restaurant
94,Annaty Bank,-33.91908999999998,18.42198000000008,Vixi Social House,-33.919624,18.420033,Restaurant
95,Annaty Bank,-33.91908999999998,18.42198000000008,Meeting Point Tanzanian Cuisine,-33.919938,18.42018,Restaurant
96,Annaty Bank,-33.91908999999998,18.42198000000008,Thirty Ate,-33.920968,18.42079,Restaurant
97,Annaty Bank,-33.91908999999998,18.42198000000008,Café Mojo,-33.91890666699082,18.424678444862366,Café
98,Annaty Bank,-33.91908999999998,18.42198000000008,Le Budget Cafe,-33.918389,18.42609,Wings Joint
99,Annaty Bank,-33.91908999999998,18.42198000000008,The Village Idiot,-33.91963019785271,18.421090721074922,Gastropub
100,Annaty Bank,-33.91908999999998,18.42198000000008,Rosetta,-33.921154,18.4183,Coffee Shop
101,Annaty Bank,-33.91908999999998,18.42198000000008,Aroma Café,-33.921970632386135,18.418334938949005,Café
102,Annaty Bank,-33.91908999999998,18.42198000000008,Ala Turca,-33.915072,18.419064,Turkish Restaurant
103,Annaty Bank,-33.91908999999998,18.42198000000008,ocean basket V&A water front,-33.916359866289625,18.42331316094573,Seafood Restaurant
104,Annaty Bank,-33.91908999999998,18.42198000000008,Mugg & Bean,-33.920372,18.42381,Coffee Shop
105,Annaty Bank,-33.91908999999998,18.42198000000008,Tortilla Modern Mexican,-33.919402,18.424917,Mexican Restaurant
106,Annaty Bank,-33.91908999999998,18.42198000000008,Pick 'n Pay Express,-33.915526149090155,18.418518319711172,Café
107,Annaty Bank,-33.91908999999998,18.42198000000008,The Poké Co.,-33.921862,18.418624,Sushi Restaurant
108,Annaty Bank,-33.91908999999998,18.42198000000008,Roast & Co,-33.920811,18.417987,Restaurant
109,Annaty Bank,-33.91908999999998,18.42198000000008,Luvey 'n Rose,-33.91905,18.417645,Antique Shop
110,Annaty Bank,-33.91908999999998,18.42198000000008,Langham House Coffees,-33.921422,18.420311,Café
111,Annaty Bank,-33.91908999999998,18.42198000000008,Gigi Rooftop,-33.923514,18.420407,African Restaurant
112,Annaty Bank,-33.91908999999998,18.42198000000008,tribe coffee,-33.92104462696191,18.41691553541174,Coffee Shop
113,Annaty Bank,-33.91908999999998,18.42198000000008,Cafe Du Cap,-33.922825,18.417659,Café
114,Annaty Bank,-33.91908999999998,18.42198000000008,Madam Taitou,-33.92198285042986,18.419707192297803,Ethiopian Restaurant
115,Annaty Bank,-33.91908999999998,18.42198000000008,Sushi Box,-33.915736,18.417391,Sushi Restaurant
116,Annaty Bank,-33.91908999999998,18.42198000000008,local at heritage square,-33.920614,18.418082,Restaurant
117,Annaty Bank,-33.91908999999998,18.42198000000008,hq restaurant,-33.9209389633645,18.41776120207043,Steakhouse
118,Annaty Bank,-33.91908999999998,18.42198000000008,You Bet It’s Ice Cream,-33.920539,18.418182,Ice Cream Shop
119,Annaty Bank,-33.91908999999998,18.42198000000008,The Honeybadger,-33.92200040239377,18.418522068961636,Coffee Shop
120,Annaty Bank,-33.91908999999998,18.42198000000008,Yumcious by Jenny Morris,-33.915546,18.417913,Café
121,Annaty Bank,-33.91908999999998,18.42198000000008,La Barra,-33.921899,18.418437,Tapas Restaurant
122,Annaty Bank,-33.91908999999998,18.42198000000008,Grub & Vine,-33.92139,18.41833,Restaurant
123,Annaty Bank,-33.91908999999998,18.42198000000008,street food,-33.921040820633344,18.418439254848533,Asian Restaurant
124,Annaty Bank,-33.91908999999998,18.42198000000008,Bootleggers Coffee Company - Cape Quarter,-33.91574,18.417986,Coffee Shop
125,Annaty Bank,-33.91908999999998,18.42198000000008,Butter,-33.92133,18.419276,Café
126,Annaty Bank,-33.91908999999998,18.42198000000008,Col'Cacchio,-33.91664178364478,18.423224511697946,Pizza Place
127,Annaty Bank,-33.91908999999998,18.42198000000008,Origin Coffee Roasting,-33.91716850036462,18.417625794294572,Coffee Shop
128,Annaty Bank,-33.91908999999998,18.42198000000008,The Shortmarket Club,-33.92131098622614,18.418652007874677,French Restaurant
129,Annaty Bank,-33.91908999999998,18.42198000000008,Craft Burger Bar (Buitengracht),-33.919753,18.41792,Burger Joint
130,Annaty Bank,-33.91908999999998,18.42198000000008,Bistro 126,-33.921734,18.415784,Bistro
131,Annaty Bank,-33.91908999999998,18.42198000000008,La Parada,-33.92138751804326,18.417904744481227,Tapas Restaurant
132,Annaty Bank,-33.91908999999998,18.42198000000008,Loading Bay,-33.91731728366644,18.417514705527676,Restaurant
133,Annaty Bank,-33.91908999999998,18.42198000000008,House Of Machines,-33.92161560058594,18.419389724731445,Café
134,Annaty Bank,-33.91908999999998,18.42198000000008,Headquarters,-33.920419243555834,18.417882249456348,Steakhouse
135,Annaty Bank,-33.91908999999998,18.42198000000008,Café Manhattan,-33.91636807006208,18.417230774809035,Gay Bar
136,Annaty Bank,-33.91908999999998,18.42198000000008,Chef's Warehouse,-33.92100804792549,18.418339600414377,Gourmet Shop
137,Arauna,-33.87366999999995,18.686120000000077,Tops Spar Brackenfell,-33.87356485,18.6888324,Deli / Bodega
138,Arauna,-33.87366999999995,18.686120000000077,cafe latte,-33.87754,18.685941,Café
139,Arauna,-33.87366999999995,18.686120000000077,Café Bentley's,-33.877773,18.685747,Restaurant
140,Arauna,-33.87366999999995,18.686120000000077,Namaqaland Biltong,-33.876527285007356,18.685763358052693,Snack Place
141,Arauna,-33.87366999999995,18.686120000000077,St. Elmo's,-33.87759097969764,18.681721011283642,Pizza Place
142,Arauna,-33.87366999999995,18.686120000000077,Vis & Chips,-33.875515815672095,18.68920257703471,Food
143,Arauna,-33.87366999999995,18.686120000000077,Wimpy,-33.877495,18.685821,Restaurant
144,Arauna,-33.87366999999995,18.686120000000077,Red Lantern,-33.874733812154695,18.68426729281768,Chinese Restaurant
145,Arauna,-33.87366999999995,18.686120000000077,Vieira's,-33.875011,18.688092,Fish & Chips Shop
146,Arauna,-33.87366999999995,18.686120000000077,Vieira's Fisheries,-33.87528,18.688469,Fish & Chips Shop
147,Arauna,-33.87366999999995,18.686120000000077,Romans Pizza Brackenfell,-33.877676782306736,18.686476717905585,Pizza Place
148,Arauna,-33.87366999999995,18.686120000000077,Oostenberg Vis,-33.875148,18.688221,Fast Food Restaurant
149,Arauna,-33.87366999999995,18.686120000000077,McDonald's,-33.876615,18.689539,Fast Food Restaurant
150,Arauna,-33.87366999999995,18.686120000000077,Lavendula Coffee & Gift Shop,-33.87538,18.682962,Coffee Shop
151,Arauna,-33.87366999999995,18.686120000000077,Deeghuys,-33.87785787496759,18.68565896404209,Bakery
152,Arauna,-33.87366999999995,18.686120000000077,Cattle Baron Brackenfell (Hypermarket),-33.878565,18.686687,Steakhouse
153,Arauna,-33.87366999999995,18.686120000000077,Burger King,-33.87854330917113,18.68596634649013,Fast Food Restaurant
154,Arauna,-33.87366999999995,18.686120000000077,Nando's,-33.8777932,18.6868758,Portuguese Restaurant
155,Arcadia Centre,-33.95807699101511,18.4784557835878,KWIKSPAR Westerford,-33.960841038880616,18.47881197409667,Deli / Bodega
156,Arcadia Centre,-33.95807699101511,18.4784557835878,Do Portuguese,-33.96117,18.478207,Portuguese Restaurant
157,Arcadia Centre,-33.95807699101511,18.4784557835878,"The Office, Belmont Square",-33.95949834779766,18.473928206379636,Diner
158,Arcadia Centre,-33.95807699101511,18.4784557835878,Commonground cafe,-33.961870954267155,18.477243683327046,Coffee Shop
159,Area Al,-33.863009999999974,18.519890000000032,Pintos,-33.861086,18.520507,Coffee Shop
160,Area Al,-33.863009999999974,18.519890000000032,Zainab's,-33.862925,18.519809,Fast Food Restaurant
161,Area Al,-33.863009999999974,18.519890000000032,Just Muffins,-33.8616,18.5164,Bakery
162,Area Al,-33.863009999999974,18.519890000000032,e-fisheries (montague gardens),-33.86638975497266,18.518747765872522,Fish & Chips Shop
163,Area Al,-33.863009999999974,18.519890000000032,Shawarma Express,-33.86182,18.522112,Falafel Restaurant
164,Area Al,-33.863009999999974,18.519890000000032,Cassis Paris Depot,-33.861073,18.516392,Bakery
165,Area Al,-33.863009999999974,18.519890000000032,lumar foods,-33.85770416513998,18.52044049441641,Burger Joint
166,Area Al,-33.863009999999974,18.519890000000032,News Cafe,-33.85934927300875,18.521605699255463,Café
167,Area Al,-33.863009999999974,18.519890000000032,fridge foods,-33.86163613143859,18.514046428816446,American Restaurant
168,Area Al,-33.863009999999974,18.519890000000032,Arnold's Fast Foods,-33.866872,18.518931,Fish & Chips Shop
169,Area Al,-33.863009999999974,18.519890000000032,liberty foods,-33.864154264033864,18.523768004976297,Arepa Restaurant
170,Area Al,-33.863009999999974,18.519890000000032,Sandwich Baron,-33.86018309772156,18.518805735894023,Sandwich Place
171,Area Sst,-33.863009999999974,18.519890000000032,Pintos,-33.861086,18.520507,Coffee Shop
172,Area Sst,-33.863009999999974,18.519890000000032,Zainab's,-33.862925,18.519809,Fast Food Restaurant
173,Area Sst,-33.863009999999974,18.519890000000032,Just Muffins,-33.8616,18.5164,Bakery
174,Area Sst,-33.863009999999974,18.519890000000032,e-fisheries (montague gardens),-33.86638975497266,18.518747765872522,Fish & Chips Shop
175,Area Sst,-33.863009999999974,18.519890000000032,Shawarma Express,-33.86182,18.522112,Falafel Restaurant
176,Area Sst,-33.863009999999974,18.519890000000032,Cassis Paris Depot,-33.861073,18.516392,Bakery
177,Area Sst,-33.863009999999974,18.519890000000032,lumar foods,-33.85770416513998,18.52044049441641,Burger Joint
178,Area Sst,-33.863009999999974,18.519890000000032,fridge foods,-33.86163613143859,18.514046428816446,American Restaurant
179,Area Sst,-33.863009999999974,18.519890000000032,Arnold's Fast Foods,-33.866872,18.518931,Fish & Chips Shop
180,Area Sst,-33.863009999999974,18.519890000000032,News Cafe,-33.85934927300875,18.521605699255463,Café
181,Area Sst,-33.863009999999974,18.519890000000032,liberty foods,-33.864154264033864,18.523768004976297,Arepa Restaurant
182,Area Sst,-33.863009999999974,18.519890000000032,Sandwich Baron,-33.86018309772156,18.518805735894023,Sandwich Place
183,Asanda Village,-34.10962496377044,18.857145094711868,McDonald's,-34.107702,18.861007,Fast Food Restaurant
184,Asanda Village,-34.10962496377044,18.857145094711868,Wild Bean Cafe,-34.10737711,18.86114531,Café
185,Asanda Village,-34.10962496377044,18.857145094711868,BP,-34.10755921,18.86095219,Gas Station
186,Ascot Village,-33.85370999999998,18.51140000000004,Debonairs Pizza,-33.855011996439266,18.515604005639716,Pizza Place
187,Ascot Village,-33.85370999999998,18.51140000000004,Steers,-33.85496752864495,18.515569417738902,Burger Joint
188,Ascot Village,-33.85370999999998,18.51140000000004,Col'Cacchio,-33.85329649068119,18.51404642881645,Pizza Place
189,Ascot Village,-33.85370999999998,18.51140000000004,Earl Of Sandwich,-33.853444074938054,18.51397686572977,Sandwich Place
190,Ascot Village,-33.85370999999998,18.51140000000004,Simply Nosh,-33.855206,18.515635,Fast Food Restaurant
191,Ascot Village,-33.85370999999998,18.51140000000004,Some Like It Spicy,-33.853348843269444,18.513878318047123,Indian Restaurant
192,Ascot Village,-33.85370999999998,18.51140000000004,Curry King,-33.854563,18.515837,Indian Restaurant
193,Ascot Village,-33.85370999999998,18.51140000000004,KFC Killarney Shell,-33.8543,18.5164,Fried Chicken Joint
194,Ascot Village,-33.85370999999998,18.51140000000004,Las Paletas (Head Office),-33.8511962890625,18.513856887817383,Ice Cream Shop
195,Athlone,-33.966249999999945,18.50609000000003,Sammi Cakes,-33.96457617644129,18.505525588989258,Bakery
196,Athlone,-33.966249999999945,18.50609000000003,"Mexico Spur, Canal Walk",-33.962153,18.505945,Steakhouse
197,Athlone,-33.966249999999945,18.50609000000003,Super Fisheries,-33.96141832463616,18.503849786249106,Fast Food Restaurant
198,Athlone,-33.966249999999945,18.50609000000003,Kuisine Food Emporium,-33.96075909201583,18.50636558761011,Indian Restaurant
199,Athlone,-33.966249999999945,18.50609000000003,Pizza palace,-33.96211,18.50838,Pizza Place
200,Athlone,-33.966249999999945,18.50609000000003,Goldblatt's Fisheries,-33.96578335304262,18.51092769724948,Fast Food Restaurant
201,Athlone,-33.966249999999945,18.50609000000003,Hungry Lion,-33.96179,18.50328,Fried Chicken Joint
202,Athlone,-33.966249999999945,18.50609000000003,Sammi Cakes,-33.96457617644129,18.505525588989258,Bakery
203,Athlone,-33.966249999999945,18.50609000000003,"Mexico Spur, Canal Walk",-33.962153,18.505945,Steakhouse
204,Athlone,-33.966249999999945,18.50609000000003,Super Fisheries,-33.96141832463616,18.503849786249106,Fast Food Restaurant
205,Athlone,-33.966249999999945,18.50609000000003,Kuisine Food Emporium,-33.96075909201583,18.50636558761011,Indian Restaurant
206,Athlone,-33.966249999999945,18.50609000000003,Hungry Lion,-33.96179,18.50328,Fried Chicken Joint
207,Athlone,-33.966249999999945,18.50609000000003,Goldblatt's Fisheries,-33.96578335304262,18.51092769724948,Fast Food Restaurant
208,Athlone,-33.966249999999945,18.50609000000003,Pizza palace,-33.96211,18.50838,Pizza Place
209,Athlone Industria,-34.09966091923969,18.843820481519845,Pajamas & Jam,-34.09713604449112,18.845301583698056,Coffee Shop
210,Athlone Industria,-34.09966091923969,18.843820481519845,Burger King,-34.09980072,18.84850103,Fast Food Restaurant
211,Athlone Industria,-34.09966091923969,18.843820481519845,Value Baking Supplies,-34.094959,18.844806,Bakery
212,Athlone Industria,-34.09966091923969,18.843820481519845,N2 Take Aways,-34.09622207487824,18.845537135069392,Snack Place
213,Athlone Industria,-34.09966091923969,18.843820481519845,H H Bacon Suppliers,-34.09498245368268,18.842873989540415,Butcher
214,Athlone Industria,-34.09966091923969,18.843820481519845,Fish 4 Africa,-34.096,18.843214,Seafood Restaurant
215,Athlone Industria,-34.09966091923969,18.843820481519845,Oceans 8,-34.09612,18.84727,Sushi Restaurant
216,Atlantic Strand,-34.12596999999994,18.83425000000005,Ocean Basket Ocean View Hotel,-34.12614765946061,18.83451333780183,Fish & Chips Shop
217,Atlantic Strand,-34.12596999999994,18.83425000000005,Carolina On The Move,-34.125829466654075,18.837454319000244,Food Truck
218,Atlantic Strand,-34.12596999999994,18.83425000000005,KFC,-34.1227383180492,18.83700817022493,Fast Food Restaurant
219,Atlantic Strand,-34.12596999999994,18.83425000000005,Soo She,-34.122226478883015,18.836464237404417,Sushi Restaurant
220,Atlantic Strand,-34.12596999999994,18.83425000000005,KFC Strand,-34.1228,18.837,Fried Chicken Joint
221,Atlantic Strand,-34.12596999999994,18.83425000000005,Food Planet,-34.122598862624194,18.83773341516994,Fast Food Restaurant
222,Atlantic Strand,-34.12596999999994,18.83425000000005,Sooshe,-34.12212678008362,18.836735478470608,Asian Restaurant
223,Atlantic Strand,-34.12596999999994,18.83425000000005,The Green Fountain,-34.12131,18.836098,Restaurant
224,Atlantic Strand,-34.12596999999994,18.83425000000005,Nando's Strand Drive Thru,-34.121656,18.83533498,Portuguese Restaurant
225,Atlantic Strand,-34.12596999999994,18.83425000000005,Debonairs Pizza,-34.12221981150688,18.836911964452725,Pizza Place
226,Atlantic Strand,-34.12596999999994,18.83425000000005,Fishaways,-34.1224065,18.8371026,Seafood Restaurant
227,Atlantic Strand,-34.12596999999994,18.83425000000005,Jo MARLIN (Strand),-34.1213,18.835306,Fish & Chips Shop
228,Atlantic Strand,-34.12596999999994,18.83425000000005,Surf n Turf,-34.122074,18.836658,Fish & Chips Shop
229,Atlantic Strand,-34.12596999999994,18.83425000000005,Leonie Coffee Shop,-34.12130110310137,18.835563486269425,Coffee Shop
230,Atlantic Strand,-34.12596999999994,18.83425000000005,Kebeb & Fish House,-34.123088,18.837197,Indian Restaurant
231,Audas Estate,-34.08425999999997,18.84731000000005,Moksh,-34.08548716903841,18.847190731185734,Indian Restaurant
232,Audas Estate,-34.08425999999997,18.84731000000005,Legacy Café,-34.085857,18.847147,Coffee Shop
233,Audas Estate,-34.08425999999997,18.84731000000005,Kwikspar Somerset,-34.08118039,18.84941523,Grocery Store
234,Audas Estate,-34.08425999999997,18.84731000000005,KFC,-34.0829,18.8507,Fast Food Restaurant
235,Audas Estate,-34.08425999999997,18.84731000000005,Chelsea Village,-34.07848579380681,18.846476520488622,Shopping Mall
236,Audas Estate,-34.08425999999997,18.84731000000005,Chelsea Village Coffee Shop,-34.079494418183316,18.847176999550275,Coffee Shop
237,Audas Estate,-34.08425999999997,18.84731000000005,The Farmhouse,-34.081076062438065,18.850527651166175,Coffee Shop
238,Audas Estate,-34.08425999999997,18.84731000000005,Yuki Sushi,-34.08398,18.849783,Sushi Restaurant
239,Audas Estate,-34.08425999999997,18.84731000000005,Primi Piatti,-34.08547847231691,18.849627622263036,Restaurant
240,Audas Estate,-34.08425999999997,18.84731000000005,TRE Eatery Bakery Bar,-34.0839902996204,18.84983069719625,Bakery
241,Audas Estate,-34.08425999999997,18.84731000000005,Hong Xing,-34.08349888330953,18.85079965616773,Chinese Restaurant
242,Audas Estate,-34.08425999999997,18.84731000000005,Brew cafe,-34.0876,18.8517,Café
243,Audas Estate,-34.08425999999997,18.84731000000005,Officina Café,-34.08213365541755,18.850788051854657,Pizza Place
244,Audas Estate,-34.08425999999997,18.84731000000005,Benedicts & Bagels,-34.081508,18.846853,Bistro
245,Audas Estate,-34.08425999999997,18.84731000000005,Smudge Styled Food,-34.081219244452186,18.849412943161106,Bistro
246,Audas Estate,-34.08425999999997,18.84731000000005,Gecko's Bistro,-34.082006116119715,18.85183095932007,Café
